Trial,alpha_17,alpha_20,ASR,NGR,Score
0,0.258113464654806,0.404776497995174,0.58,0.0,0.58
1,0.7935990107500637,0.7757306729056423,0.93,0.01,0.92
2,0.07137899437842743,0.9265445972411323,0.83,0.0,0.83
3,0.6379866347221016,0.2182226984739123,0.79,0.0,0.79
4,0.47444719555987735,0.14111486440273024,0.58,0.0,0.58
5,0.08954239362336369,0.09074258218810693,0.4,0.0,0.4
6,0.11189461938485001,0.09813012117075404,0.36,0.0,0.36
7,0.3268147619808065,0.7795188988181116,0.81,0.0,0.81
8,0.5593987112042708,0.6122743086719052,0.9,0.0,0.9
9,0.4430240003274416,0.6767946128133948,0.86,0.0,0.86
10,0.9370475174100052,0.9726603115020223,0.98,0.17,0.8099999999999999
11,0.7500661173886938,0.5665646029592514,0.91,0.01,0.9
12,0.7800520935562113,0.42754500629216596,0.91,0.0,0.91
13,0.9532183374545663,0.3823129359704928,0.94,0.0,0.94
14,0.9972481208304628,0.3115089427376199,0.94,0.0,0.94
15,0.9368574550537604,0.29033497902043587,0.92,0.0,0.92
16,0.9920488423598062,0.3287103666343906,0.95,0.0,0.95
17,0.8729157466511543,0.4548880909711016,0.94,0.0,0.94
18,0.6677610218742795,0.32357921932748585,0.85,0.0,0.85
19,0.9966342498785702,0.19705082691536968,0.91,0.0,0.91
20,0.8482089564088416,0.022792520310419062,0.82,0.0,0.82
21,0.987043654499421,0.3174910960236094,0.94,0.0,0.94
22,0.8772675166167961,0.5223696306048496,0.94,0.02,0.9199999999999999
23,0.6879258766708276,0.3595110347872559,0.87,0.0,0.87
24,0.9230365522014574,0.25426537936977506,0.92,0.0,0.92
25,0.8139615732505276,0.4680880222498418,0.93,0.0,0.93
26,0.9929902056203205,0.40341143383675737,0.94,0.0,0.94
27,0.736456833718756,0.1847669751892408,0.82,0.0,0.82
28,0.5974215567484467,0.5514981918637762,0.88,0.0,0.88
29,0.33618827598200707,0.35828235423130544,0.6,0.0,0.6
