Trial,alpha_15,alpha_18,ASR,NGR,Score
0,0.9821852314442426,0.18774787938572224,0.68,0.0,0.68
1,0.8063580425418007,0.9345544277129483,0.92,0.01,0.91
2,0.3356982675478485,0.13093207660413453,0.22,0.0,0.22
3,0.42803621282638404,0.7562949408156624,0.67,0.0,0.67
4,0.18449490157214044,0.706401933231273,0.55,0.0,0.55
5,0.6349256570390202,0.380691603905178,0.55,0.0,0.55
6,0.590269488215821,0.05083205782334832,0.29,0.0,0.29
7,0.1495449175854694,0.39130625861129187,0.35,0.0,0.35
8,0.333011778389912,0.4964111057744799,0.46,0.0,0.46
9,0.4168727930937346,0.14182665772773773,0.23,0.0,0.23
10,0.849414711375216,0.9674431250778267,0.94,0.01,0.9299999999999999
11,0.856964296146694,0.9925623659687359,0.93,0.01,0.92
12,0.9762673871481147,0.9098043636661276,0.97,0.01,0.96
13,0.9986984732956601,0.7711356116616607,0.97,0.01,0.96
14,0.9976141845060065,0.7517644703665985,0.95,0.01,0.94
15,0.7255327994003473,0.8178557376817842,0.87,0.01,0.86
16,0.9230845749697663,0.6085110414023226,0.89,0.0,0.89
17,0.015053026117534785,0.8378080471505804,0.67,0.0,0.67
18,0.711440682562591,0.6219662609364496,0.81,0.0,0.81
19,0.5580125589410362,0.87826422372216,0.83,0.01,0.82
20,0.736205971188547,0.5304076278084108,0.82,0.0,0.82
21,0.9865450796346322,0.6977896399283856,0.9,0.0,0.9
22,0.9090463336717832,0.7867967959156986,0.94,0.01,0.9299999999999999
23,0.9776182319324487,0.897906410105281,0.95,0.01,0.94
24,0.7819500496433307,0.69525908518393,0.83,0.01,0.82
25,0.8914882344835517,0.5988532983910229,0.83,0.0,0.83
26,0.6711428631489809,0.8770921428857057,0.88,0.01,0.87
27,0.9940251176425972,0.7414642315708004,0.93,0.01,0.92
28,0.806750602218227,0.45410091476912706,0.74,0.0,0.74
29,0.9368266153529761,0.33715183985314395,0.77,0.0,0.77
