Trial,alpha_16,alpha_17,ASR,NGR,Score
0,0.8247335228450589,0.713026954314118,0.88,0.01,0.87
1,0.8019967765052665,0.8019515814436872,0.89,0.03,0.86
2,0.22640261741237477,0.10319236707576074,0.28,0.0,0.28
3,0.5645665260834372,0.06854934443389815,0.55,0.0,0.55
4,0.9632248416690574,0.751135589745526,0.9,0.14,0.76
5,0.28609671235924683,0.6016399117438721,0.6,0.0,0.6
6,0.6391784411380208,0.05814318861103951,0.57,0.0,0.57
7,0.5004202645323971,0.01877327356188796,0.45,0.01,0.44
8,0.8619067947048994,0.19924359521663204,0.76,0.0,0.76
9,0.8764247836626387,0.9104085787091057,0.88,0.15,0.73
10,0.7034993869319349,0.386191317569334,0.75,0.0,0.75
11,0.7699782354095535,0.8991703003239242,0.84,0.05,0.7899999999999999
12,0.007283768611783259,0.6906024474877752,0.42,0.01,0.41
13,0.7780947261962277,0.5119853550679085,0.81,0.01,0.8
14,0.9753526823379313,0.7752193801148106,0.91,0.15,0.76
15,0.37401658847184976,0.4064663708153369,0.57,0.0,0.57
16,0.607821677480985,0.852212810827909,0.87,0.03,0.84
17,0.8576415036305941,0.991894582625727,0.89,0.19,0.7
18,0.7003035065779588,0.6336927405196948,0.84,0.01,0.83
19,0.4233621844125286,0.5729129483097448,0.66,0.0,0.66
20,0.998007034811825,0.8036671949784892,0.9,0.2,0.7
21,0.5993310436395263,0.8511282829488526,0.87,0.02,0.85
22,0.7690875342811998,0.7097942760643293,0.83,0.0,0.83
23,0.5070966148328597,0.9800314055404118,0.87,0.0,0.87
24,0.19369092136997568,0.9907456551788383,0.73,0.0,0.73
25,0.485944963050475,0.9242676314513785,0.86,0.0,0.86
26,0.04708719338468964,0.6735243158488462,0.47,0.01,0.45999999999999996
27,0.9017116086032141,0.8160983353153868,0.9,0.1,0.8
28,0.5085047373348144,0.4633605955199953,0.66,0.0,0.66
29,0.6950942676177547,0.24431703065225363,0.73,0.0,0.73
